word	tags	comments
SHE	PRON DEF DEF1 Female Thrdp Other 	pronoun: First person singular, feminine 
SOME	PRON INDEF Undrst Impers 	23% pron: Certain unspecified instances, persons, things, etc. 
SOMEBODY	PRON DEF DEF4 Undrst Other 	pronoun: Some person, someone 
SOMEONE	PRON DEF DEF4 Other Undrst 	pronoun: Somebody 
SOMETHING	PRON INDEF Undrst PFREQ Impers 	97% noun: Some unspecified thing or portion of a thing 
SUCH	PRON  	5% pron: Such a person or thing 
THAT	PRON INDEF Impers 	36% pron: "That is his mother," "points that are made" 
THEE	PRON DEF DEF2 You 	
THEIRS	PRON S Thrdp Other 	
THEM	PRON DEF DEF2 S Thrdp Plrlp Other 	pronoun: Object form of 'they' 
THERE	PRON  	60% pron: Existential operator--'there are 2 senses' 
THESE	PRON INDEF S Plrlp Thrdp Impers 	13% pron: "These are nice" 
THEY	PRON DEF DEF1 S Thrdp Plrlp Other 	pronoun: Plural of he, she, or it. 
THIS	PRON INDEF Impers 	35% pron: "This is something else" 
THOSE	PRON INDEF S Plrlp Thrdp Impers 	56% pron: "Those are nice" 
THOU	PRON DEF DEF1 You 	pron: You - second person pronoun 
THOUSAND	PRON S Ovrst Quan 	25% pronoun: "Thousands" 
US	PRON DEF DEF2 S Affil Plrlp Our 	pronoun: Objective form of 'we' 
WE	PRON DEF DEF1 S Plrlp Our 	pron: First person plural, nominative 
WHAT	PRON INDEF INT PFREQ Rltvi 	91% pron: Interrogative and relative (interrogative about 20 ) 
WHATEVER	PRON INDEF Ovrst Rltvi 	72% pron: Indefinite pronoun--anything, everything, what thing 
WHERE	PRON Space 	0% pron: What place--"where do you come from"--interrogative 
WHICH	PRON INDEF INT Rltvi 	pron-adj: Relatives--"the book which you read"; adjectives--"i don't know  which book she read." 
WHO	PRON DEF DEF1 INT Rltvp 	pron: Personal pronoun (used primarily as relative pronoun; only about  4 per cent interrogatives) 
WHO'S	PRON DEF DEF1 INT SUPV VERB BE Rltvp 	
WHOEVER	PRON DEF DEF1 INT Ovrst Rltvp 	pron: Whatever person 
WHOM	PRON DEF DEF2 INT Rltvp 	pron: Objective form of 'who' (all relative) 
YOU	PRON DEF DEF1 Scndp You 	69% pron: The nominative or pred. nom. form of the second person prooun 
YOU	PRON DEF DEF2 Scndp You 	13% pron: The objective or dative form of the second person pronoun 
YOURS	PRON Scndp You 	
